,minute,player_id,team_id,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
18,67,df8b52a5,9c831c07,Wayward,17,Right Foot,Volley,44781702,Pass (Live),21a66f6a,Pass (Live)
19,67,92e7e919,9c831c07,Off Target,7,Right Foot,Back heel,df8b52a5,Shot,,
20,72,21a66f6a,9c831c07,Blocked,10,Head,,df8b52a5,Pass (Live),2b622f01,Pass (Live)
21,72,92e7e919,9c831c07,Saved,9,Right Foot,Volley,2b622f01,Pass (Live),ac861941,Pass (Live)
22,77,92e7e919,9c831c07,Off Target,18,Right Foot,Half volley,2b622f01,Pass (Live),44781702,Pass (Live)
23,82,8b04d6c1,9c831c07,Saved,31,Right Foot,,21a66f6a,Pass (Live),3353737a,Pass (Live)
24,82,44781702,9c831c07,Blocked,25,Left Foot,,8b04d6c1,Pass (Live),2b622f01,Pass (Live)
25,90+6,da7b447d,9c831c07,Goal,1,Head,Open goal,92e7e919,Pass (Dead),92e7e919,Fouled
26,90+9,21a66f6a,9c831c07,Saved,9,Head,,df8b52a5,Pass (Live),92e7e919,Pass (Live)
0,1,3312f911,b0b5cba6,Woodwork,5,Right Foot,Half volley,da052c14,Pass (Live),,
1,7,2ce2508a,b0b5cba6,Off Target,26,Right Foot,Free kick,ab070c55,Fouled,3312f911,Pass (Live)
2,8,3312f911,b0b5cba6,Blocked,10,Right Foot,Half volley,5cbd1eb0,Pass (Live),,
3,12,fdf3cb77,b0b5cba6,Off Target,18,Right Foot,Half volley,,,,
4,14,ac05f970,b0b5cba6,Saved,6,Right Foot,Volley,fdf3cb77,Pass (Live),9319781b,Pass (Live)
5,14,5a04fd92,b0b5cba6,Saved,8,Head,,ac05f970,Shot,,
6,16,2ce2508a,b0b5cba6,Wayward,27,Right Foot,Volley,,,,
7,19,5a04fd92,b0b5cba6,Off Target,6,Head,,ac05f970,Pass (Live),26f6dca8,Pass (Live)
8,22,ac05f970,b0b5cba6,Goal,7,Right Foot,Half volley,5a04fd92,Pass (Live),9319781b,Pass (Live)
9,25,26f6dca8,b0b5cba6,Goal,13,Left Foot,Half volley,26f6dca8,Dribble,1c7012b8,Pass (Live)
10,32,0562b7f1,b0b5cba6,Woodwork,14,Right Foot,,da052c14,Pass (Live),0562b7f1,Pass (Live)
11,32,ab070c55,b0b5cba6,Blocked,16,Right Foot,,a0666d3e,Pass (Live),,
12,33,3312f911,b0b5cba6,Blocked,16,Left Foot,,5cbd1eb0,Pass (Live),3312f911,Pass (Live)
13,33,ab070c55,b0b5cba6,Saved,8,Right Foot,Half volley,3312f911,Shot,,
14,33,ab070c55,b0b5cba6,Off Target,6,Head,,2ce2508a,Pass (Live),da052c14,Pass (Live)
15,38,da052c14,b0b5cba6,Saved,25,Right Foot,,2ce2508a,Pass (Live),,
16,40,79c84d1c,b0b5cba6,Blocked,15,Right Foot,Half volley,,,,
17,42,ab070c55,b0b5cba6,Saved,14,Right Foot,Half volley,8a7ff278,Pass (Live),3312f911,Pass (Live)
18,45,a0666d3e,b0b5cba6,Off Target,23,Left Foot,,0562b7f1,Pass (Live),d0706b27,Pass (Live)
19,45+5,26f6dca8,b0b5cba6,Goal,12,Right Foot,,9319781b,Pass (Live),1c7012b8,Pass (Live)
20,49,5cbd1eb0,b0b5cba6,Blocked,16,Left Foot,,0562b7f1,Pass (Live),2ce2508a,Pass (Live)
21,51,0562b7f1,b0b5cba6,Off Target,23,Left Foot,,a0666d3e,Pass (Live),0562b7f1,Tackle
22,53,5a04fd92,b0b5cba6,Off Target,11,Right Foot,Half volley,fdf3cb77,Pass (Live),5a04fd92,Pass (Live)
23,55,0562b7f1,b0b5cba6,Off Target,6,Left Foot,Half volley,da052c14,Pass (Live),e34fc66d,Pass (Live)
24,61,50e6dc35,b0b5cba6,Saved,8,Head,,5cbd1eb0,Pass (Live),da052c14,Pass (Live)
25,65,ac05f970,b0b5cba6,Off Target,24,Right Foot,Half volley,ac05f970,Dribble,26f6dca8,Pass (Live)
26,66,0562b7f1,b0b5cba6,Off Target,17,Left Foot,Half volley,50e6dc35,Pass (Live),ab070c55,Pass (Live)
27,74,50e6dc35,b0b5cba6,Off Target,14,Head,,5cbd1eb0,Pass (Live),a0666d3e,Pass (Live)
28,79,da052c14,b0b5cba6,Blocked,15,Right Foot,Half volley,5cbd1eb0,Pass (Live),,
29,83,0562b7f1,b0b5cba6,Goal,7,Right Foot,Volley,c4486bac,Pass (Live),e34fc66d,Pass (Live)
30,90,c4486bac,b0b5cba6,Goal,26,Left Foot,Free kick,da052c14,Fouled,8a7ff278,Pass (Live)
31,90+4,50e6dc35,b0b5cba6,Off Target,12,Right Foot,Overhead kick,3312f911,Pass (Live),c4486bac,Pass (Live)
0,17,67ca8566,cff8022b,Saved,19,Right Foot,,67ca8566,Dribble,282679b4,Pass (Live)
1,17,aa849a12,cff8022b,Blocked,16,Left Foot,,282679b4,Pass (Live),24f59bb2,Pass (Live)
2,18,3423f250,cff8022b,Off Target,49,Left Foot,Lob,6c17e046,Pass (Live),,
3,21,24f59bb2,cff8022b,Saved,11,Right Foot,"Deflected, Back heel",3423f250,Pass (Live),282679b4,Pass (Live)
4,22,67ca8566,cff8022b,Blocked,27,Right Foot,Half volley,,,,
5,29,3423f250,cff8022b,Off Target,21,Left Foot,,67ca8566,Pass (Live),,
6,33,4e9a0555,cff8022b,Saved,5,Right Foot,Volley,cc2d7ad5,Pass (Live),f72293fc,Pass (Live)
7,33,6c17e046,cff8022b,Blocked,17,Left Foot,,aa849a12,Pass (Live),9f1938ab,Pass (Live)
8,34,6c17e046,cff8022b,Off Target,6,Head,,420d7c7d,Pass (Live),282679b4,Pass (Live)
9,36,495945ef,cff8022b,Blocked,28,Right Foot,,fc15fb84,Pass (Live),2ff964a0,Pass (Live)
10,39,aa849a12,cff8022b,Saved,10,Left Foot,,aa849a12,Interception,,
11,39,aa849a12,cff8022b,Goal,9,Right Foot,Half volley,aa849a12,Shot,,
12,43,3423f250,cff8022b,Blocked,10,Right Foot,,6c17e046,Pass (Live),,
13,44,67ca8566,cff8022b,Blocked,23,Right Foot,,3423f250,Pass (Dead),,
14,44,24f59bb2,cff8022b,Off Target,14,Left Foot,,6c17e046,Pass (Live),aa849a12,Pass (Live)
15,45,6c17e046,cff8022b,Saved,21,Right Foot,,282679b4,Pass (Live),,
16,45+1,f72293fc,cff8022b,Blocked,26,Left Foot,,f72293fc,Interception,,
17,45+1,4e9a0555,cff8022b,Off Target,15,Left Foot,Half volley,cc2d7ad5,Pass (Live),cc2d7ad5,Dribble
18,47,6c17e046,cff8022b,Blocked,29,Right Foot,,282679b4,Pass (Live),24f59bb2,Pass (Live)
19,47,6c17e046,cff8022b,Wayward,26,Right Foot,Half volley,6c17e046,Shot,,
20,52,6c17e046,cff8022b,Off Target,19,Right Foot,,6c17e046,Dribble,282679b4,Pass (Live)
21,54,beb391dd,cff8022b,Goal,30,Left Foot,Free kick,beb391dd,Fouled,4e9a0555,Pass (Live)
22,64,beb391dd,cff8022b,Off Target,4,Left Foot,Half volley,495945ef,Pass (Dead),15ea812b,Pass (Live)
23,72,3423f250,cff8022b,Off Target,8,Right Foot,,c931d9f9,Pass (Live),24f59bb2,Pass (Live)
24,75,beb391dd,cff8022b,Off Target,6,Left Foot,,9a9c05db,Pass (Live),495945ef,Pass (Live)
25,76,3423f250,cff8022b,Blocked,17,Left Foot,,282679b4,Pass (Live),67ca8566,Pass (Live)
26,77,67ca8566,cff8022b,Goal,22,Left Foot,,282679b4,Pass (Live),3423f250,Pass (Live)
27,90,01962d0d,cff8022b,Blocked,19,Left Foot,,c931d9f9,Pass (Live),ea6bc03a,Pass (Live)
28,90+2,c931d9f9,cff8022b,Goal,7,Head,,01962d0d,Pass (Live),282679b4,Pass (Live)
29,90+4,beb391dd,cff8022b,Off Target,23,Right Foot,,9a9c05db,Fouled,9a9c05db,Tackle
0,9,90f91999,dfaa1817,Off Target,31,Left Foot,Half volley,2389cdc2,Pass (Live),,
1,12,07802f7f,dfaa1817,Blocked,16,Left Foot,,66b76d44,Pass (Live),c47541e0,Pass (Live)
2,16,07802f7f,dfaa1817,Goal,17,Left Foot,,66b76d44,Pass (Live),66b76d44,Dribble
3,23,0313a347,dfaa1817,Wayward,5,Head,,6f7d826d,Pass (Dead),1544f145,Pass (Live)
4,28,90f91999,dfaa1817,Off Target,27,Left Foot,,07802f7f,Pass (Live),c47541e0,Pass (Live)
5,29,0f134faf,dfaa1817,Off Target,14,Right Foot,Half volley,df0a4c90,Pass (Live),,
6,31,66b76d44,dfaa1817,Blocked,16,Right Foot,Half volley,,,,
7,33,2500cef9,dfaa1817,Wayward,8,Head,,0f134faf,Pass (Live),30db8574,Pass (Dead)
8,42,2500cef9,dfaa1817,Goal,20,Left Foot,,57c94db2,Pass (Live),0f134faf,Pass (Live)
9,45+2,172e52d8,dfaa1817,Off Target,11,Head,,0f134faf,Pass (Dead),,
10,49,57c94db2,dfaa1817,Off Target,28,Right Foot,Half volley,,,,
11,53,66b76d44,dfaa1817,Off Target,29,Right Foot,,e514ab62,Pass (Live),1544f145,Pass (Live)
12,56,e09f279b,dfaa1817,Off Target,10,Head,,30db8574,Pass (Dead),,
13,61,e514ab62,dfaa1817,Saved,14,Left Foot,Volley,6f7d826d,Pass (Live),c47541e0,Pass (Live)
14,63,07802f7f,dfaa1817,Blocked,19,Left Foot,,66b76d44,Pass (Live),e514ab62,Pass (Live)
15,63,66b76d44,dfaa1817,Off Target,7,Head,,e514ab62,Pass (Dead),07802f7f,Shot
16,75,2944f86f,dfaa1817,Saved,20,Right Foot,,e09f279b,Pass (Live),2944f86f,Pass (Live)
17,82,07802f7f,dfaa1817,Saved,10,Head,,90f91999,Pass (Dead),2389cdc2,Fouled
18,83,57c94db2,dfaa1817,Saved,12,Right Foot,,2886c9b5,Pass (Live),8449d35e,Pass (Live)
19,83,57c94db2,dfaa1817,Goal,7,Left Foot,Half volley,57c94db2,Shot,,
20,85,07802f7f,dfaa1817,Saved,10,Right Foot,,90f91999,Pass (Live),6f7d826d,Pass (Live)
21,90,3ae14ed1,dfaa1817,Blocked,21,Right Foot,,66b76d44,Pass (Live),6e7f1353,Pass (Live)
22,90,66b76d44,dfaa1817,Blocked,21,Right Foot,,07802f7f,Pass (Live),,
23,90,e514ab62,dfaa1817,Off Target,9,Head,,90f91999,Pass (Live),2389cdc2,Pass (Live)
24,90+2,66b76d44,dfaa1817,Saved,11,Head,,,,,
25,90+5,e09f279b,dfaa1817,Off Target,36,Left Foot,Lob,,,,
0,3,83d074ff,e22bb565,Goal,8,Right Foot,Volley,4bcf39f6,Pass (Live),dad4b285,Pass (Live)
1,7,83d074ff,e22bb565,Blocked,25,Left Foot,,,,,
2,10,38ceb24a,e22bb565,Blocked,22,Right Foot,,4bcf39f6,Pass (Live),38ceb24a,Pass (Live)
3,20,2bd83368,e22bb565,Off Target,29,Right Foot,Half volley,,,,
4,21,6c203af0,e22bb565,Blocked,11,Right Foot,,6c203af0,Dribble,83d074ff,Pass (Live)
5,21,b2d31e83,e22bb565,Goal,2,Head,Open goal,1d5cab82,Pass (Live),83d074ff,Pass (Dead)
6,22,4468ec10,e22bb565,Blocked,6,Left Foot,,4468ec10,Dribble,,
7,25,59e6e5bf,e22bb565,Off Target,12,Right Foot,,2bd83368,Fouled,4468ec10,Shot
8,30,59e6e5bf,e22bb565,Saved,8,Head,,9f7c837d,Pass (Live),4468ec10,Pass (Live)
9,38,99813635,e22bb565,Saved,24,Right Foot,,,,,
10,39,b2d31e83,e22bb565,Saved,10,Head,,83d074ff,Pass (Dead),99813635,Pass (Live)
11,40,2bd83368,e22bb565,Saved,15,Left Foot,Deflected,2bd83368,Tackle,,
12,45,4bcf39f6,e22bb565,Off Target,20,Left Foot,,4bcf39f6,Dribble,38ceb24a,Pass (Live)
13,49,59e6e5bf,e22bb565,Blocked,10,Right Foot,,4468ec10,Pass (Live),0420d84f,Pass (Live)
14,53,2bd83368,e22bb565,Goal,23,Left Foot,Deflected,cc700722,Pass (Live),099e666f,Pass (Live)
15,54,59e6e5bf,e22bb565,Wayward,6,Head,,099e666f,Pass (Live),cc700722,Pass (Live)
16,56,4468ec10,e22bb565,Saved,21,Right Foot,,2bd83368,Pass (Dead),,
17,57,02b29014,e22bb565,Blocked,14,Right Foot,,,,,
18,59,1daec722,e22bb565,Wayward,21,Left Foot,,38ceb24a,Pass (Live),4bcf39f6,Pass (Live)
19,60,99813635,e22bb565,Wayward,22,Left Foot,Half volley,,,,
20,63,0420d84f,e22bb565,Off Target,23,Right Foot,,4468ec10,Pass (Live),2bd83368,Pass (Dead)
21,68,cc700722,e22bb565,Saved,29,Right Foot,,4468ec10,Pass (Live),0420d84f,Pass (Live)
22,71,83d074ff,e22bb565,Goal,22,Right Foot,Half volley,1d5cab82,Pass (Live),38ceb24a,Pass (Live)
23,73,6c203af0,e22bb565,Blocked,24,Right Foot,Volley,,,,
24,76,2bd83368,e22bb565,Goal,12,Right Foot,Half volley,099e666f,Pass (Live),59e6e5bf,Pass (Live)
25,88,2bd83368,e22bb565,Off Target,7,Right Foot,,b318a643,Pass (Live),b318a643,Dribble
26,90,b318a643,e22bb565,Off Target,11,Left Foot,Volley,1961b2aa,Pass (Live),,
27,90+2,c5b7c315,e22bb565,Off Target,31,Left Foot,Half volley,,,,
28,90+4,b318a643,e22bb565,Blocked,13,Right Foot,,9f7c837d,Pass (Live),1961b2aa,Pass (Live)
0,6,e342ad68,3480cc09,Saved,17,Right Foot,,c691bfe2,Pass (Live),,
1,9,c691bfe2,3480cc09,Goal,12,Left Foot,,c691bfe2,Dribble,,
2,16,9674002f,3480cc09,Blocked,13,Right Foot,,53cad200,Pass (Live),79c0821a,Pass (Live)
3,19,f4290206,3480cc09,Off Target,11,Left Foot,Volley,9674002f,Pass (Live),b9fbae28,Pass (Live)
4,24,cd1acf9d,3480cc09,Blocked,21,Right Foot,Half volley,,,,
5,25,cd1acf9d,3480cc09,Wayward,22,Right Foot,Half volley,,,,
6,26,e342ad68,3480cc09,Goal,9,Left Foot,,cd1acf9d,Pass (Live),7f3b388c,Pass (Live)
7,36,e342ad68,3480cc09,Blocked,15,Left Foot,,e342ad68,Dribble,,
8,41,f4290206,3480cc09,Saved,21,Left Foot,Free kick,fed7cb61,Fouled,53cad200,Pass (Live)
9,42,79c0821a,3480cc09,Goal,22,Right Foot,Volley,f4290206,Shot,,
10,45+1,1bf33a9a,3480cc09,Goal,13,Left Foot,Half volley,b9fbae28,Pass (Live),18b896d6,Pass (Live)
11,45+3,fed7cb61,3480cc09,Blocked,14,Left Foot,,f4290206,Pass (Live),1bf33a9a,Pass (Live)
12,45+3,9674002f,3480cc09,Off Target,10,Right Foot,Volley,fed7cb61,Shot,,
13,51,f4290206,3480cc09,Off Target,14,Right Foot,,b9fbae28,Pass (Live),b9fbae28,Dribble
14,57,e342ad68,3480cc09,Saved,29,Left Foot,Lob,178ae8f8,Pass (Live),,
15,58,5ed9b537,3480cc09,Off Target,7,Head,,f315ca93,Pass (Dead),e342ad68,Shot
16,58,c691bfe2,3480cc09,Saved,18,Right Foot,,c691bfe2,Dribble,e342ad68,Pass (Live)
17,62,1bf33a9a,3480cc09,Saved,9,Left Foot,Half volley,f4290206,Pass (Live),fed7cb61,Pass (Live)
18,66,f315ca93,3480cc09,Off Target,21,Left Foot,,e342ad68,Pass (Live),cd1acf9d,Pass (Dead)
19,72,1bf33a9a,3480cc09,Off Target,22,Left Foot,,b9fbae28,Pass (Live),79c0821a,Pass (Live)
20,82,9674002f,3480cc09,Blocked,28,Right Foot,Free kick,79c0821a,Fouled,f4290206,Pass (Dead)
21,82,9674002f,3480cc09,Saved,26,Right Foot,Half volley,9674002f,Shot,,
22,84,f4290206,3480cc09,Saved,31,Left Foot,Free kick,15f3ec41,Fouled,9674002f,Pass (Live)
23,86,79c0821a,3480cc09,Blocked,18,Right Foot,,15f3ec41,Pass (Live),f4290206,Pass (Live)
24,87,18b896d6,3480cc09,Off Target,7,Head,,9674002f,Pass (Dead),79c0821a,Shot
0,2,f5a00fa4,8e966b52,Blocked,28,Right Foot,,77e39b04,Pass (Live),f5a00fa4,Pass (Live)
1,7,dbf053da,8e966b52,Blocked,20,Right Foot,,58eee997,Pass (Live),eb7822d7,Pass (Live)
2,8,9ae9eaea,8e966b52,Wayward,30,Left Foot,Half volley,,,,
3,12,7fcc71d8,8e966b52,Saved,16,Left Foot,,b561db50,Pass (Live),2928dca2,Pass (Live)
4,12,44bfb6c5,8e966b52,Saved,25,Right Foot,Volley,,,,
5,13,9ae9eaea,8e966b52,Off Target,29,Left Foot,Volley,,,,
6,17,44bfb6c5,8e966b52,Off Target,28,Right Foot,,d04b94db,Pass (Live),d04b94db,Dribble
7,18,d04b94db,8e966b52,Saved,18,Right Foot,,7fcc71d8,Pass (Live),,
8,20,dbf053da,8e966b52,Blocked,13,Right Foot,,9e525177,Pass (Live),d93c2511,Pass (Live)
9,25,7fcc71d8,8e966b52,Saved,16,Right Foot,,b561db50,Pass (Live),9fbbcf39,Pass (Live)
10,26,dea698d9,8e966b52,Saved,24,Left Foot,,d93c2511,Pass (Live),dbf053da,Pass (Live)
11,27,b561db50,8e966b52,Off Target,22,Left Foot,,,,,
12,35,7fcc71d8,8e966b52,Blocked,22,Right Foot,,77e39b04,Pass (Live),77e39b04,Dribble
13,39,9fbbcf39,8e966b52,Wayward,11,Head,,77e39b04,Pass (Dead),9ae9eaea,Fouled
14,41,b561db50,8e966b52,Blocked,9,Left Foot,,7fcc71d8,Pass (Live),f5a00fa4,Pass (Live)
15,43,527f063d,8e966b52,Off Target,24,Right Foot,,9c94165b,Pass (Live),7ba6d84e,Pass (Live)
16,45+1,2928dca2,8e966b52,Blocked,8,Head,,f5a00fa4,Pass (Dead),,
17,45+2,44bfb6c5,8e966b52,Blocked,26,Right Foot,,f5a00fa4,Pass (Live),7fcc71d8,Pass (Live)
18,51,58eee997,8e966b52,Off Target,31,Left Foot,,def899bd,Pass (Live),58eee997,Pass (Live)
19,58,d04b94db,8e966b52,Blocked,21,Left Foot,,77e39b04,Pass (Live),7fcc71d8,Pass (Live)
20,59,7fcc71d8,8e966b52,Saved,12,Head,,77e39b04,Pass (Dead),d04b94db,Shot
21,65,9fbbcf39,8e966b52,Off Target,9,Head,,7fcc71d8,Pass (Live),7fcc71d8,Dribble
22,67,507c7bdf,8e966b52,Woodwork,11,Right Foot,,eb7822d7,Pass (Live),dbf053da,Pass (Dead)
23,69,dea698d9,8e966b52,Off Target,17,Left Foot,,507c7bdf,Pass (Live),,
24,70,d93c2511,8e966b52,Blocked,15,Left Foot,,d93c2511,Dribble,dea698d9,Pass (Live)
25,75,9fbbcf39,8e966b52,Woodwork,24,Left Foot,Free kick,9a28eba4,Fouled,44bfb6c5,Pass (Live)
26,82,f5a00fa4,8e966b52,Goal,20,Right Foot,Half volley,,,,
27,90+6,507c7bdf,8e966b52,Saved,23,Right Foot,Free kick,def899bd,Fouled,,
0,2,f1e94cd6,0859817d,Off Target,23,Right Foot,Volley,,,,
1,5,4115ce4e,0859817d,Goal,3,Head,,3515d404,Pass (Dead),,
2,14,3515d404,0859817d,Blocked,25,Right Foot,,11ff3d56,Pass (Live),97220da2,Pass (Live)
3,23,8449d35e,0859817d,Goal,10,Left Foot,Volley,6afaebf2,Pass (Live),57c94db2,Pass (Live)
4,25,8449d35e,0859817d,Saved,27,Left Foot,,2886c9b5,Pass (Live),8449d35e,Pass (Live)
5,28,6dfd8f05,0859817d,Wayward,16,Left Foot,Half volley,,,,
6,33,4b511457,0859817d,Off Target,12,Right Foot,Half volley,,,,
7,35,4b511457,0859817d,Blocked,35,Right Foot,,0b33f6ad,Pass (Live),0b33f6ad,Interception
8,37,11ff3d56,0859817d,Woodwork,23,Right Foot,Half volley,,,,
9,39,6dfd8f05,0859817d,Saved,5,Head,Deflected,ab651565,Pass (Live),4115ce4e,Pass (Dead)
10,49,97220da2,0859817d,Goal,14,Right Foot,,4b511457,Pass (Live),0b33f6ad,Pass (Live)
11,57,11ff3d56,0859817d,Saved,21,Right Foot,,4b511457,Pass (Live),11ff3d56,Pass (Live)
12,70,f2bf1b0f,0859817d,Goal,13,Right Foot,Half volley,11ff3d56,Pass (Live),,
13,80,68c720b5,0859817d,Saved,17,Right Foot,,11ff3d56,Pass (Live),4b511457,Pass (Live)
14,83,e09f279b,0859817d,Blocked,12,Right Foot,Half volley,7e003182,Pass (Live),,
15,83,e09f279b,0859817d,Saved,6,Right Foot,Half volley,e09f279b,Tackle,,
16,85,6afaebf2,0859817d,Saved,5,Left Foot,Volley,0f134faf,Pass (Live),a8c0acb7,Pass (Live)
0,2,79c84d1c,7d53d1ea,Saved,15,Left Foot,Half volley,26f6dca8,Pass (Live),aa8e289e,Pass (Live)
1,6,26f6dca8,7d53d1ea,Off Target,20,Right Foot,,aa8e289e,Pass (Live),aa8e289e,Dribble
2,9,291e3ec3,7d53d1ea,Blocked,5,Head,,6c6a3300,Pass (Dead),3c33f9d9,Pass (Live)
3,10,471f16b3,7d53d1ea,Off Target,25,Left Foot,,6c6a3300,Pass (Live),291e3ec3,Pass (Live)
4,13,6c6a3300,7d53d1ea,Saved,18,Left Foot,,291e3ec3,Pass (Live),5e74d6c8,Pass (Live)
5,24,3e9e06cb,7d53d1ea,Blocked,8,Left Foot,Volley,3e9e06cb,Dribble,,
6,26,26f6dca8,7d53d1ea,Saved,26,Right Foot,,82927de4,Pass (Dead),3e9e06cb,Shot
7,33,26f6dca8,7d53d1ea,Off Target,18,Right Foot,,4f974391,Pass (Dead),fdf3cb77,Fouled
8,38,82927de4,7d53d1ea,Blocked,21,Right Foot,,1c7012b8,Pass (Live),26f6dca8,Pass (Live)
9,40,3c33f9d9,7d53d1ea,Saved,25,Left Foot,,0745b37d,Pass (Live),f5044e54,Pass (Live)
10,42,79c84d1c,7d53d1ea,Goal,6,Head,,fdf3cb77,Pass (Live),4f974391,Pass (Live)
11,48,aa8e289e,7d53d1ea,Blocked,22,Right Foot,,82927de4,Pass (Dead),,
12,52,ac05f970,7d53d1ea,Off Target,9,Left Foot,,82927de4,Pass (Live),26f6dca8,Pass (Live)
13,57,79c84d1c,7d53d1ea,Woodwork,14,Left Foot,Lob,82927de4,Pass (Live),26f6dca8,Pass (Live)
14,61,79c84d1c,7d53d1ea,Blocked,13,Right Foot,,82927de4,Pass (Live),ac05f970,Pass (Live)
15,68,291e3ec3,7d53d1ea,Saved to Post,22,Right Foot,,291e3ec3,Dribble,,
16,73,9f333379,7d53d1ea,Off Target,35,Right Foot,,0745b37d,Pass (Live),,
17,83,79c84d1c,7d53d1ea,Goal,4,Left Foot,Open goal,57df7a11,Pass (Live),82927de4,Pass (Live)
18,90,849c826a,7d53d1ea,Saved,16,Right Foot,,fdf3cb77,Pass (Live),1c7012b8,Pass (Live)
19,90+1,2f6ec02a,7d53d1ea,Wayward,11,Head,,5e74d6c8,Pass (Live),8c12f884,Pass (Live)
0,5,38ceb24a,96630936,Blocked,15,Left Foot,Half volley,38ceb24a,Dribble,83d074ff,Pass (Live)
1,7,99813635,96630936,Blocked,29,Left Foot,,,,,
2,10,38ceb24a,96630936,Saved,12,Right Foot,,1daec722,Pass (Live),,
3,20,4bcf39f6,96630936,Off Target,15,Right Foot,Half volley,dad4b285,Pass (Live),,
4,23,99813635,96630936,Blocked,24,Right Foot,Half volley,8aec0537,Pass (Live),f230bc30,Pass (Live)
5,38,8aec0537,96630936,Saved,12,Right Foot,,dad4b285,Fouled,38ceb24a,Dribble
6,38,b2d31e83,96630936,Saved,12,Head,Diving header,8aec0537,Pass (Dead),,
7,45,ae4fc6a4,96630936,Blocked,27,Right Foot,,5cbd1eb0,Pass (Live),a0666d3e,Pass (Live)
8,45+3,38ceb24a,96630936,Off Target,25,Right Foot,,1daec722,Pass (Live),c40b6180,Pass (Live)
9,47,38ceb24a,96630936,Wayward,20,Right Foot,Half volley,4bcf39f6,Dribble,1daec722,Pass (Dead)
10,47,f230bc30,96630936,Woodwork,8,Right Foot,Volley,8aec0537,Pass (Live),dad4b285,Pass (Live)
11,50,f230bc30,96630936,Saved,8,Left Foot,Half volley,83d074ff,Pass (Live),4bcf39f6,Pass (Live)
12,50,8aec0537,96630936,Off Target,20,Right Foot,Volley,f230bc30,Shot,,
13,52,38ceb24a,96630936,Blocked,17,Left Foot,,4bcf39f6,Pass (Live),99813635,Pass (Live)
14,53,ae4fc6a4,96630936,Off Target,26,Right Foot,,3312f911,Pass (Live),c4486bac,Pass (Live)
15,63,c40b6180,96630936,Wayward,8,Head,,8aec0537,Pass (Dead),,
16,65,38ceb24a,96630936,Wayward,14,Left Foot,Volley,8aec0537,Pass (Live),f4e433d4,Pass (Live)
17,69,c2731c10,96630936,Goal,9,Right Foot,Half volley,3312f911,Pass (Live),2ce2508a,Pass (Live)
18,72,83d074ff,96630936,Blocked,22,Right Foot,Volley,,,,
19,74,c40b6180,96630936,Wayward,9,Head,,83d074ff,Pass (Dead),f230bc30,Pass (Live)
20,90+2,bb5fbd2b,96630936,Off Target,25,Left Foot,Half volley,,,,
21,90+3,ce5143da,96630936,Off Target,9,Head,,bb5fbd2b,Pass (Live),83d074ff,Pass (Live)
22,90+4,bb5fbd2b,96630936,Blocked,21,Left Foot,,f4e433d4,Pass (Live),,
0,13,bd6351cd,febd7f38,Blocked,22,Right Foot,,,,,
1,14,5eecec3d,febd7f38,Saved,7,Head,,b400bde0,Pass (Live),e46012d4,Pass (Dead)
2,24,e46012d4,febd7f38,Saved,13,Left Foot,,b0b4fd3e,Pass (Live),bd6351cd,Pass (Live)
3,39,b0b4fd3e,febd7f38,Saved,15,Right Foot,,,,,
4,43,e46012d4,febd7f38,Off Target,13,Left Foot,,b0b4fd3e,Pass (Live),bd6351cd,Pass (Live)
5,47,5eae500a,febd7f38,Saved,23,Left Foot,,79c0821a,Pass (Live),79c0821a,Dribble
6,47,6622454d,febd7f38,Off Target,19,Left Foot,Half volley,5eae500a,Shot,,
7,49,f4290206,febd7f38,Off Target,25,Left Foot,,1bf33a9a,Pass (Live),53cad200,Pass (Live)
8,56,6434f10d,febd7f38,Blocked,18,Right Foot,,e46012d4,Pass (Live),b400bde0,Pass (Live)
9,63,e46012d4,febd7f38,Saved,27,Right Foot,Free kick,b0b4fd3e,Fouled,b0b4fd3e,Dribble
10,68,b400bde0,febd7f38,Off Target,15,Right Foot,,ed1e53f3,Pass (Live),119b9a8e,Pass (Live)
11,70,e46012d4,febd7f38,Goal,24,Right Foot,,e46012d4,Dribble,e46012d4,Fouled
12,72,49fe9070,febd7f38,Blocked,8,Right Foot,Half volley,53cad200,Pass (Live),f4290206,Pass (Live)
13,84,ed1e53f3,febd7f38,Off Target,18,Left Foot,,b400bde0,Pass (Live),b400bde0,Dribble
14,86,b0b4fd3e,febd7f38,Saved,10,Left Foot,,6434f10d,Pass (Live),3eb22ec9,Pass (Live)
0,3,1961b2aa,4574a1a6,Blocked,17,Right Foot,,,,,
1,6,291e3ec3,4574a1a6,Wayward,11,Head,,f5044e54,Pass (Live),774cf58b,Pass (Live)
2,9,a8d4428b,4574a1a6,Blocked,12,Head,,6c6a3300,Pass (Dead),291e3ec3,Fouled
3,10,291e3ec3,4574a1a6,Blocked,27,Right Foot,,6c6a3300,Pass (Live),291e3ec3,Pass (Dead)
4,12,4468ec10,4574a1a6,Blocked,27,Right Foot,Free kick,4468ec10,Fouled,4468ec10,Dribble
5,13,f5044e54,4574a1a6,Saved,28,Right Foot,Half volley,a8d4428b,Pass (Live),f5044e54,Pass (Live)
6,15,4468ec10,4574a1a6,Saved,19,Right Foot,,9f7c837d,Pass (Dead),1961b2aa,Fouled
