,player_id,match_id,team_id,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles
7,bfdb33aa,814b563c,2abfe087,"RM,RW",23-170,90,1,0,0,0,3,2,0,0,42,14,0,0,1,0.1,0.1,0.2,5,1,18,25,72.0,5,34,10,3,3
8,b579e83d,814b563c,2abfe087,DM,25-278,90,0,0,0,0,0,0,1,0,44,13,1,3,3,0.0,0.0,0.0,1,0,27,32,84.4,3,31,1,2,2
9,de0f152c,814b563c,2abfe087,LB,27-224,90,0,0,0,0,0,0,0,0,48,5,1,0,1,0.0,0.0,0.0,0,0,26,42,61.9,3,23,2,2,2
10,914ab9a1,814b563c,2abfe087,CB,30-171,90,0,0,0,0,1,0,0,0,51,6,0,4,2,0.2,0.2,0.0,0,0,35,40,87.5,0,25,2,0,0
11,7ed4921e,814b563c,2abfe087,CB,27-347,90,0,0,0,0,0,0,0,0,47,5,1,2,0,0.0,0.0,0.0,0,0,33,41,80.5,1,23,0,0,0
12,89e4b358,814b563c,2abfe087,RB,32-189,90,0,0,0,0,0,0,0,0,39,10,0,1,0,0.0,0.0,0.0,0,0,22,36,61.1,2,15,2,0,0
13,1c0eea98,814b563c,2abfe087,GK,27-036,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,21,32,65.6,0,20,0,0,0
0,07802f7f,814b563c,8602292d,FW,29-022,90,1,0,1,1,0,0,0,0,22,8,0,0,1,0.8,0.0,0.0,2,0,8,14,57.1,0,14,2,2,2
1,be927d03,814b563c,8602292d,"LB,LW,RW",36-036,90,0,0,0,0,1,0,0,0,59,5,1,2,0,0.0,0.0,0.1,3,1,40,53,75.5,6,40,2,0,0
2,ffa90327,814b563c,8602292d,"RW,LW",26-103,59,0,0,0,0,0,0,0,0,22,5,0,0,0,0.0,0.0,0.0,1,0,9,14,64.3,0,14,5,0,0
3,3a233281,814b563c,8602292d,"LM,LW",24-005,31,0,1,0,0,2,0,0,0,14,4,2,0,0,0.1,0.1,0.1,1,1,5,8,62.5,0,14,6,3,4
4,66b76d44,814b563c,8602292d,"AM,RW",24-232,71,0,0,0,0,1,0,0,0,42,10,1,1,0,0.0,0.0,0.0,0,0,25,33,75.8,3,27,4,1,2
5,c47541e0,814b563c,8602292d,RM,25-342,19,0,0,0,0,1,0,0,0,14,3,1,0,0,0.0,0.0,0.0,4,2,8,9,88.9,4,15,5,2,4
6,de5b5570,814b563c,8602292d,DM,27-207,90,0,0,0,0,0,0,0,0,57,20,2,0,0,0.0,0.0,0.0,1,0,42,48,87.5,5,39,3,1,1
7,90f91999,814b563c,8602292d,"DM,CM",26-300,90,1,0,0,0,3,1,0,0,52,11,3,2,1,0.1,0.1,0.0,0,0,31,40,77.5,3,27,1,2,2
8,e514ab62,814b563c,8602292d,LB,25-330,45,0,0,0,0,0,0,0,0,33,10,0,1,1,0.0,0.0,0.0,1,0,25,30,83.3,4,22,2,0,0
9,1544f145,814b563c,8602292d,"AM,CM",20-078,45,0,0,0,0,1,0,0,0,30,9,1,0,0,0.0,0.0,0.0,2,0,19,24,79.2,1,22,2,1,2
10,8397a50c,814b563c,8602292d,CB,28-154,90,0,0,0,0,0,0,1,0,93,7,1,2,4,0.0,0.0,0.0,0,0,74,81,91.4,4,60,2,2,2
11,0313a347,814b563c,8602292d,CB,23-295,90,0,0,0,0,0,0,0,0,85,5,2,4,2,0.0,0.0,0.0,0,0,64,72,88.9,5,62,3,1,1
12,2389cdc2,814b563c,8602292d,RB,24-007,90,0,0,0,0,1,0,0,0,87,11,3,3,0,0.0,0.0,0.0,1,0,54,74,73.0,5,48,7,0,0
13,7956236f,814b563c,8602292d,GK,28-346,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,30,33,90.9,0,14,0,0,0
0,59e6e5bf,c99ebbf5,d3fd31cc,FW,24-151,90,1,0,0,0,5,2,0,0,29,5,0,1,1,1.6,1.6,0.0,1,0,10,17,58.8,0,9,0,0,1
1,fa031b34,c99ebbf5,d3fd31cc,"LW,AM",24-096,88,1,1,0,0,1,1,1,0,47,12,2,1,2,0.4,0.4,0.8,3,1,14,21,66.7,1,38,5,4,7
2,2bd83368,c99ebbf5,d3fd31cc,AM,20-171,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,4,0,0,1
3,b28bbd58,c99ebbf5,d3fd31cc,RW,30-029,69,0,1,0,0,0,0,0,0,32,19,4,1,3,0.0,0.0,0.7,3,1,11,21,52.4,2,16,2,0,1
4,6ca5ec4b,c99ebbf5,d3fd31cc,"RW,AM",25-103,21,0,1,0,0,2,1,0,0,18,3,0,0,0,0.2,0.2,0.1,2,2,8,10,80.0,3,13,2,1,3
5,4468ec10,c99ebbf5,d3fd31cc,"AM,LW",25-047,82,0,0,0,0,0,0,0,0,27,9,3,0,0,0.0,0.0,0.2,3,0,14,20,70.0,2,18,5,0,0
6,6d5701f2,c99ebbf5,d3fd31cc,CB,26-325,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0
7,cc700722,c99ebbf5,d3fd31cc,DM,30-218,90,0,0,0,0,1,1,0,0,45,17,2,0,1,0.0,0.0,0.0,1,0,24,32,75.0,5,25,1,0,0
8,02b29014,c99ebbf5,d3fd31cc,DM,28-225,90,1,0,0,0,2,1,1,0,48,20,3,0,0,0.1,0.1,0.0,3,0,31,36,86.1,3,34,6,3,3
9,1b84dbe1,c99ebbf5,d3fd31cc,"LB,WB",28-025,90,0,0,0,0,2,0,0,0,55,6,0,0,1,0.1,0.1,0.1,3,0,32,45,71.1,4,27,1,2,2
10,c5b7c315,c99ebbf5,d3fd31cc,CB,28-215,90,0,0,0,0,1,0,0,0,60,4,2,1,1,0.1,0.1,0.0,1,0,35,44,79.5,2,29,0,0,0
11,d0042ab9,c99ebbf5,d3fd31cc,CB,24-296,90,0,0,0,0,0,0,0,0,49,6,1,3,1,0.0,0.0,0.0,0,0,23,34,67.6,3,20,0,0,0
12,0420d84f,c99ebbf5,d3fd31cc,"RB,WB",32-307,90,0,0,0,0,0,0,0,0,71,11,5,3,2,0.0,0.0,0.0,3,1,40,55,72.7,6,36,2,0,1
13,4806ec67,c99ebbf5,d3fd31cc,GK,27-160,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,19,35,54.3,0,26,0,0,0
0,68c720b5,c99ebbf5,33c895d4,FW,24-185,90,1,0,0,0,3,2,0,0,18,20,1,0,1,0.5,0.5,0.0,0,0,5,8,62.5,1,11,5,0,2
1,f2bf1b0f,c99ebbf5,33c895d4,FW,25-032,90,0,1,0,0,0,0,0,0,37,13,3,0,0,0.0,0.0,0.4,4,2,12,21,57.1,2,20,0,1,2
2,254147d4,c99ebbf5,33c895d4,"LM,LB",23-060,90,0,0,0,0,0,0,0,0,53,26,5,2,2,0.0,0.0,0.0,0,0,17,28,60.7,3,36,6,5,10
3,4b511457,c99ebbf5,33c895d4,CM,29-324,79,0,0,0,0,1,0,0,0,52,18,3,2,2,0.0,0.0,0.0,0,0,28,41,68.3,1,26,2,0,0
4,11ff3d56,c99ebbf5,33c895d4,CM,22-159,11,0,0,0,0,1,0,0,0,11,7,0,0,0,0.2,0.2,0.0,0,0,8,9,88.9,0,6,1,0,0
5,3515d404,c99ebbf5,33c895d4,CM,26-286,90,0,0,0,0,0,0,0,0,71,19,3,2,3,0.0,0.0,0.2,2,0,46,62,74.2,2,44,7,2,2
6,1ecb65be,c99ebbf5,33c895d4,RM,32-151,79,0,0,0,0,0,0,0,0,23,10,1,0,0,0.0,0.0,0.0,0,0,12,20,60.0,1,12,4,0,0
7,f1e94cd6,c99ebbf5,33c895d4,RM,22-040,11,0,0,0,0,0,0,0,0,8,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,7,0,0,1
8,6dfd8f05,c99ebbf5,33c895d4,LB,23-326,82,0,0,0,0,0,0,0,0,49,10,1,0,1,0.0,0.0,0.0,1,0,28,42,66.7,4,17,1,1,1
9,ab651565,c99ebbf5,33c895d4,LM,27-161,8,0,0,0,0,0,0,0,0,10,1,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,0,9,1,2,3
10,0b33f6ad,c99ebbf5,33c895d4,CB,22-119,90,0,0,0,0,1,1,0,0,56,7,0,1,3,0.0,0.0,0.0,0,0,36,43,83.7,4,29,6,1,1
11,6adbc307,c99ebbf5,33c895d4,CB,27-199,90,0,0,0,0,0,0,0,0,51,9,3,2,0,0.0,0.0,0.0,0,0,29,39,74.4,6,21,3,0,0
12,afed6722,c99ebbf5,33c895d4,RB,18-275,90,0,0,0,0,0,0,0,0,71,12,4,4,3,0.0,0.0,0.0,0,0,38,52,73.1,3,39,7,1,3
13,36c2ca73,c99ebbf5,33c895d4,GK,31-254,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,15,29,51.7,0,9,0,0,0
0,0745b37d,c52500ad,1c781004,FW,31-138,76,0,0,0,0,1,1,0,0,17,8,0,1,0,0.2,0.2,0.0,0,0,10,11,90.9,1,12,1,0,1
1,291e3ec3,c52500ad,1c781004,FW,20-156,14,0,0,0,0,1,1,0,0,6,5,0,0,1,0.3,0.3,0.0,0,0,3,5,60.0,0,2,0,0,0
2,6c6a3300,c52500ad,1c781004,"RM,LW",25-047,76,0,0,0,0,1,0,0,0,32,9,0,1,2,0.1,0.1,0.1,3,0,17,22,77.3,1,28,5,2,5
3,a8d4428b,c52500ad,1c781004,RM,21-175,14,0,0,0,0,1,0,0,0,11,6,0,2,1,0.0,0.0,0.0,0,0,4,4,100.0,0,4,2,0,1
4,f63d8a4b,c52500ad,1c781004,"LM,RW",23-168,85,0,0,0,0,1,0,1,0,44,18,5,2,0,0.1,0.1,0.2,3,0,22,26,84.6,2,37,3,0,1
5,2f6ec02a,c52500ad,1c781004,LM,23-308,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.1,2,0,4,5,80.0,0,5,1,0,0
6,3faa1780,c52500ad,1c781004,CM,30-218,90,0,0,0,0,4,0,0,0,59,14,3,0,1,0.2,0.2,0.0,3,0,38,47,80.9,3,40,4,0,0
7,f5044e54,c52500ad,1c781004,CM,28-081,90,0,0,0,0,1,0,0,0,57,19,2,1,2,0.1,0.1,0.6,4,0,40,49,81.6,2,41,0,0,2
8,df10e27c,c52500ad,1c781004,"CM,DM",20-064,90,0,0,0,0,0,0,0,0,83,13,4,2,0,0.0,0.0,0.0,0,0,64,73,87.7,0,54,1,1,1
9,112c495e,c52500ad,1c781004,LB,25-301,90,0,0,0,0,1,1,0,0,80,11,3,6,3,0.0,0.0,0.1,1,0,55,66,83.3,5,59,7,4,5
10,bcfb0142,c52500ad,1c781004,CB,28-211,90,0,0,0,0,2,1,0,0,88,3,0,8,1,0.5,0.5,0.0,0,0,60,68,88.2,4,55,1,0,1
11,e9254eec,c52500ad,1c781004,CB,29-267,90,0,0,0,0,1,0,0,0,67,9,1,3,1,0.4,0.4,0.0,1,0,48,54,88.9,0,41,1,0,0
12,774cf58b,c52500ad,1c781004,RB,21-222,90,0,0,0,0,1,0,0,0,80,10,2,3,4,0.0,0.0,0.0,2,0,58,65,89.2,3,52,6,3,3
13,f23f9d20,c52500ad,1c781004,GK,33-133,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,0,0,30,44,68.2,0,24,0,0,0
0,178ae8f8,c52500ad,822bd0ba,FW,24-253,60,1,0,0,0,2,2,0,0,22,14,1,0,0,0.7,0.7,0.0,3,0,8,13,61.5,1,15,2,2,4
1,4c370d81,c52500ad,822bd0ba,FW,29-316,30,1,0,0,0,1,1,0,0,16,10,1,0,1,0.6,0.6,0.1,2,0,8,13,61.5,1,11,3,0,1
2,c691bfe2,c52500ad,822bd0ba,LW,29-126,90,0,0,0,0,3,0,0,0,44,19,2,0,0,0.2,0.2,0.2,4,1,19,31,61.3,3,32,7,1,2
3,e342ad68,c52500ad,822bd0ba,RW,29-060,90,1,2,0,0,5,2,0,0,36,24,0,0,0,0.2,0.2,1.2,5,2,18,24,75.0,3,26,7,3,5
4,f25c8e3a,c52500ad,822bd0ba,CM,26-185,82,0,0,0,0,0,0,0,0,48,33,4,0,0,0.0,0.0,0.2,2,0,41,44,93.2,3,34,2,0,1
5,c8387671,c52500ad,822bd0ba,CM,18-132,8,0,0,0,0,0,0,0,0,7,6,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,2,6,3,0,0
6,38c7feef,c52500ad,822bd0ba,CM,27-364,60,0,0,0,0,2,0,0,0,30,19,2,3,0,0.0,0.0,0.0,0,0,17,22,77.3,1,17,2,0,0
7,7f3b388c,c52500ad,822bd0ba,CM,27-295,30,0,0,0,0,0,0,0,0,23,6,0,0,1,0.0,0.0,0.0,0,0,19,23,82.6,2,12,1,0,0
8,2f90f6b8,c52500ad,822bd0ba,DM,35-222,90,0,0,0,0,0,0,1,0,72,14,3,1,2,0.0,0.0,0.0,2,0,56,64,87.5,5,45,1,0,0
9,f315ca93,c52500ad,822bd0ba,LB,25-094,90,0,0,0,0,2,1,0,0,82,16,3,2,1,0.1,0.1,0.1,2,0,43,66,65.2,6,47,7,1,2
10,e06683ca,c52500ad,822bd0ba,CB,30-037,90,0,0,0,0,1,0,0,0,92,1,0,0,1,0.1,0.1,0.0,1,0,79,85,92.9,5,66,4,0,0
11,b217ef29,c52500ad,822bd0ba,CB,30-006,90,0,0,0,0,1,0,0,0,79,4,0,2,1,0.1,0.1,0.0,0,0,67,72,93.1,6,51,4,1,1
12,cd1acf9d,c52500ad,822bd0ba,RB,22-311,90,0,0,0,0,2,0,0,0,68,13,2,4,2,0.1,0.1,0.2,5,1,44,58,75.9,6,37,5,1,5
13,7a2e46a8,c52500ad,822bd0ba,GK,28-316,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,27,30,90.0,0,17,0,0,0
0,2b16cb1a,41091264,b2b47a98,FW,24-156,90,0,1,0,0,0,0,0,0,52,5,1,0,1,0.0,0.0,0.4,6,1,34,40,85.0,2,56,11,7,8
1,c596fcb0,41091264,b2b47a98,FW,29-169,84,1,0,0,0,4,2,0,0,21,17,0,0,1,0.6,0.6,0.0,0,0,9,12,75.0,0,16,3,0,0
2,c17bfb65,41091264,b2b47a98,FW,25-001,6,0,0,0,0,0,0,0,0,6,2,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,1,3,0,0,0
3,862a1c15,41091264,b2b47a98,CM,27-186,90,0,0,0,0,2,0,0,0,42,23,1,1,3,0.1,0.1,0.0,4,1,32,34,94.1,2,35,6,0,1
4,c951a6df,41091264,b2b47a98,"CM,DM,CB",26-146,90,0,0,0,0,1,0,0,0,58,17,2,1,3,0.0,0.0,0.0,1,0,37,45,82.2,1,37,2,0,1
5,3727dd3c,41091264,b2b47a98,DM,29-169,69,0,0,0,0,0,0,1,0,41,13,3,0,0,0.0,0.0,0.1,2,1,30,36,83.3,6,22,5,0,0
6,d56543a0,41091264,b2b47a98,CM,27-172,21,0,0,0,0,1,0,0,0,12,2,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,0,10,2,0,0
7,71ef519e,41091264,b2b47a98,WB,31-339,90,0,1,0,0,1,0,0,0,61,13,0,0,2,0.0,0.0,0.3,5,1,37,53,69.8,0,36,0,0,0
8,de112b84,41091264,b2b47a98,WB,26-172,90,1,0,0,0,3,1,0,0,54,19,2,2,4,0.1,0.1,0.1,3,0,29,40,72.5,2,31,11,3,4
9,2b91cf8e,41091264,b2b47a98,CB,31-323,90,0,0,0,0,3,0,0,0,62,7,2,0,2,0.3,0.3,0.0,2,0,34,49,69.4,1,31,2,0,0
10,f25b010f,41091264,b2b47a98,CB,32-175,90,0,0,0,0,1,0,0,0,77,7,0,2,4,0.2,0.2,0.0,0,0,57,60,95.0,2,50,0,0,0
11,77cf6852,41091264,b2b47a98,CB,27-013,83,0,0,0,0,1,0,0,0,39,13,1,0,0,0.1,0.1,0.0,0,0,26,34,76.5,2,26,3,0,0
12,a2b105e0,41091264,b2b47a98,DM,23-289,7,0,0,0,0,0,0,0,0,6,5,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,0,0,0
13,19e50035,41091264,b2b47a98,GK,24-164,90,0,0,0,0,0,0,0,0,29,1,0,0,0,0.0,0.0,0.0,0,0,22,27,81.5,0,14,0,0,0
0,ac05f970,41091264,7c21e445,FW,31-140,89,1,1,0,1,3,1,0,0,41,13,0,0,0,1.1,0.8,0.1,3,2,19,28,67.9,1,26,5,1,2
1,9319781b,41091264,7c21e445,RW,21-203,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,0,1
2,82927de4,41091264,7c21e445,LW,25-174,90,0,1,0,0,2,1,0,0,74,27,2,4,2,0.1,0.1,0.6,5,1,50,60,83.3,15,55,12,0,1
3,79c84d1c,41091264,7c21e445,RW,24-238,89,0,0,0,0,2,2,0,0,35,14,2,0,1,0.5,0.5,0.1,7,2,19,27,70.4,2,26,9,3,3
4,849c826a,41091264,7c21e445,"RW,FW",31-296,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,4,0,0,0
5,5a04fd92,41091264,7c21e445,AM,26-005,87,1,1,0,0,3,1,0,0,44,10,1,0,0,0.2,0.2,0.2,5,2,23,34,67.6,3,37,6,1,3
6,c067631c,41091264,7c21e445,WB,28-309,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0
7,6613c819,41091264,7c21e445,"DM,CM",26-169,90,1,0,0,0,4,1,0,0,52,17,4,0,1,0.6,0.3,0.0,1,0,32,37,86.5,3,29,5,1,1
8,1c7012b8,41091264,7c21e445,"DM,CM",22-213,90,0,0,0,0,0,0,0,0,55,17,1,1,3,0.0,0.0,0.1,4,0,49,51,96.1,5,43,7,0,0
9,4f974391,41091264,7c21e445,"LB,CB",31-243,90,1,0,0,0,2,1,0,0,90,8,4,0,2,0.1,0.1,0.1,2,0,67,79,84.8,7,54,4,0,1
10,74b2cd7e,41091264,7c21e445,CB,33-084,90,0,0,0,0,0,0,0,0,55,5,2,1,0,0.0,0.0,0.0,0,0,48,49,98.0,1,39,1,0,0
11,3e9e06cb,41091264,7c21e445,CB,31-101,90,0,0,0,0,1,0,0,0,59,8,0,0,2,0.1,0.1,0.0,1,0,45,48,93.8,2,37,5,0,0
12,fdf3cb77,41091264,7c21e445,"RB,WB",28-358,90,0,0,0,0,0,0,0,0,67,11,2,1,0,0.0,0.0,0.6,1,0,42,61,68.9,4,42,5,1,1
13,9328b835,41091264,7c21e445,GK,36-119,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,19,31,61.3,0,13,0,0,0
0,92e7e919,ff51efc7,361ca564,FW,29-038,90,1,0,0,0,5,1,0,0,44,8,0,0,1,0.2,0.2,0.1,2,0,25,32,78.1,1,26,7,1,1
1,a29b1131,ff51efc7,361ca564,LW,23-311,76,0,1,0,0,3,1,0,0,24,9,0,0,1,0.5,0.5,0.1,3,1,12,15,80.0,2,21,2,1,1
2,d7553721,ff51efc7,361ca564,LW,25-128,14,0,0,0,0,0,0,0,0,15,4,1,0,0,0.0,0.0,0.0,0,0,4,9,44.4,0,14,0,1,2
3,2b622f01,ff51efc7,361ca564,RW,29-002,90,0,0,0,0,4,0,1,0,56,13,2,2,0,0.4,0.4,0.2,6,1,31,36,86.1,5,35,7,4,8
4,cea4ee8f,ff51efc7,361ca564,CM,25-126,90,0,0,0,0,0,0,0,0,33,19,4,3,0,0.0,0.0,0.0,1,0,16,21,76.2,4,18,2,1,1
5,8b04d6c1,ff51efc7,361ca564,CM,26-010,89,0,0,0,0,1,0,0,0,49,18,5,3,3,0.0,0.0,0.1,4,0,28,38,73.7,4,30,4,0,0
6,a3d94a58,ff51efc7,361ca564,CM,23-110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
7,6250083a,ff51efc7,361ca564,DM,20-333,90,0,0,0,0,0,0,0,0,36,26,2,3,5,0.0,0.0,0.0,0,0,22,26,84.6,2,17,0,0,0
8,3353737a,ff51efc7,361ca564,LB,24-242,90,0,0,0,0,0,0,0,0,28,6,0,5,0,0.0,0.0,0.1,3,0,16,22,72.7,3,13,2,0,0
9,ac861941,ff51efc7,361ca564,CB,27-212,90,0,0,0,0,0,0,0,0,32,2,0,5,1,0.0,0.0,0.0,0,0,16,23,69.6,2,16,0,0,0
10,da7b447d,ff51efc7,361ca564,CB,25-064,90,0,0,0,0,1,0,1,0,40,11,3,0,3,0.1,0.1,0.0,1,0,20,28,71.4,1,23,0,0,0
11,e9971f2d,ff51efc7,361ca564,RB,22-137,82,0,0,0,0,0,0,0,0,50,15,4,3,5,0.0,0.0,0.3,1,0,29,32,90.6,3,14,1,0,1
12,d557d734,ff51efc7,361ca564,RB,29-211,8,0,0,0,0,0,0,0,0,7,2,1,0,1,0.0,0.0,0.0,0,0,3,6,50.0,1,2,0,1,1
13,8f62b6ee,ff51efc7,361ca564,GK,34-232,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,17,27,63.0,0,8,0,0,0
0,9e1035f8,ff51efc7,b8fd03ef,"FW,RW",21-167,90,0,0,0,0,2,1,0,0,25,6,1,0,2,0.5,0.5,0.0,2,0,13,19,68.4,2,15,1,1,1
1,b400bde0,ff51efc7,b8fd03ef,LW,26-250,69,0,0,0,0,1,1,0,0,38,7,1,0,0,0.0,0.0,0.0,2,0,25,28,89.3,1,36,6,0,2
2,b66315ae,ff51efc7,b8fd03ef,"FW,LW",24-134,21,0,0,0,0,0,0,0,0,7,3,1,0,0,0.0,0.0,0.1,1,0,6,6,100.0,1,6,2,0,0
3,892d5bb1,ff51efc7,b8fd03ef,RW,30-175,78,0,0,0,0,2,0,0,0,44,5,1,0,0,0.4,0.4,0.0,4,0,30,35,85.7,0,36,7,1,1
4,e46012d4,ff51efc7,b8fd03ef,CM,30-048,12,0,0,0,0,1,1,0,0,21,1,0,0,0,0.0,0.0,0.0,2,0,10,17,58.8,2,15,2,1,2
5,b0b4fd3e,ff51efc7,b8fd03ef,"CM,LW",25-339,90,0,0,0,0,3,1,1,0,60,7,1,1,0,0.2,0.2,0.1,5,0,43,48,89.6,3,54,13,3,3
6,819b3158,ff51efc7,b8fd03ef,CM,30-295,90,0,0,0,0,2,0,0,0,57,2,2,0,1,0.1,0.1,0.0,2,0,35,45,77.8,4,43,7,2,3
7,101da2b5,ff51efc7,b8fd03ef,DM,36-103,90,0,0,0,0,3,0,0,0,74,9,4,0,1,0.2,0.2,0.3,3,0,52,63,82.5,5,50,5,0,0
8,5271c8f1,ff51efc7,b8fd03ef,LB,27-029,78,0,0,0,0,0,0,0,0,94,12,3,0,0,0.0,0.0,0.3,4,0,73,87,83.9,8,69,8,1,2
9,51cf8561,ff51efc7,b8fd03ef,LB,24-243,12,0,0,0,0,0,0,0,0,17,0,0,1,1,0.0,0.0,0.0,0,0,10,14,71.4,4,8,3,0,0
10,eaeca114,ff51efc7,b8fd03ef,CB,26-178,90,0,0,0,0,1,0,0,0,68,1,1,0,2,0.2,0.2,0.0,0,0,49,59,83.1,2,44,5,0,0
11,31c69ef1,ff51efc7,b8fd03ef,CB,24-093,90,0,0,0,0,0,0,0,0,62,1,1,1,2,0.0,0.0,0.0,0,0,49,54,90.7,4,41,10,0,0
12,bd6351cd,ff51efc7,b8fd03ef,RB,27-080,90,0,0,0,0,3,0,0,0,87,4,2,3,3,0.1,0.1,0.6,4,0,61,72,84.7,9,64,10,3,5
13,3bb7b8b4,ff51efc7,b8fd03ef,GK,27-363,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,2,0,20,22,90.9,0,10,0,0,0
0,178ae8f8,94d9dac0,822bd0ba,FW,24-260,80,1,0,0,0,3,1,0,0,33,16,2,1,0,0.2,0.2,0.1,3,0,18,21,85.7,4,23,3,0,1
1,4c370d81,94d9dac0,822bd0ba,FW,29-323,10,0,0,0,0,1,1,0,0,10,3,1,0,0,0.1,0.1,0.0,2,0,5,7,71.4,1,7,0,0,1
2,c691bfe2,94d9dac0,822bd0ba,LW,29-133,90,1,0,0,0,7,4,0,0,39,8,0,0,2,1.3,1.3,0.2,2,0,16,23,69.6,4,21,4,1,3
3,e342ad68,94d9dac0,822bd0ba,RW,29-067,90,0,0,0,0,5,1,0,0,43,9,0,0,0,0.3,0.3,0.1,6,0,26,31,83.9,5,33,7,3,6
4,f25c8e3a,94d9dac0,822bd0ba,CM,26-192,80,0,0,0,0,1,0,0,0,57,14,4,0,1,0.0,0.0,0.0,4,1,41,50,82.0,4,43,9,0,0
5,77e84962,94d9dac0,822bd0ba,CM,30-132,10,0,0,0,0,1,0,0,0,17,1,0,0,0,0.0,0.0,0.0,1,0,13,15,86.7,0,11,3,0,0
6,c8387671,94d9dac0,822bd0ba,CM,18-139,90,0,0,0,0,2,0,0,0,72,27,0,1,1,0.1,0.1,0.2,7,1,49,57,86.0,10,54,10,0,0
7,935e6b8f,94d9dac0,822bd0ba,DM,31-065,90,0,0,0,0,1,0,0,0,73,9,0,0,0,0.0,0.0,0.0,2,0,60,70,85.7,7,52,4,1,1
8,f315ca93,94d9dac0,822bd0ba,LB,25-101,89,0,1,0,0,0,0,0,0,64,14,2,1,2,0.0,0.0,0.3,5,1,41,52,78.8,5,32,5,0,0
9,7a11550b,94d9dac0,822bd0ba,LB,24-090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0
10,e06683ca,94d9dac0,822bd0ba,CB,30-044,90,0,0,0,0,3,0,0,0,57,6,0,1,1,0.5,0.5,0.0,2,0,34,40,85.0,1,29,1,0,0
11,b217ef29,94d9dac0,822bd0ba,CB,30-013,90,0,0,0,0,3,0,0,0,67,6,0,2,1,0.4,0.4,0.0,1,0,43,46,93.5,2,33,1,1,1
12,cd1acf9d,94d9dac0,822bd0ba,RB,22-318,90,0,1,0,0,1,1,0,0,96,16,2,2,2,0.0,0.0,1.2,10,1,64,82,78.0,10,52,6,2,2
13,7a2e46a8,94d9dac0,822bd0ba,GK,28-323,90,0,0,0,0,0,0,0,0,53,1,0,0,0,0.0,0.0,0.0,0,0,38,46,82.6,0,28,0,1,1
0,2691c772,94d9dac0,943e8050,FW,31-295,90,0,0,0,0,1,1,0,0,31,9,2,2,1,0.3,0.3,0.1,5,0,15,23,65.2,3,17,3,1,2
1,4e9a0555,94d9dac0,943e8050,FW,29-257,74,0,0,0,0,1,1,0,0,14,3,1,0,0,0.0,0.0,0.0,1,0,6,9,66.7,0,10,0,2,2
2,4ab53cdb,94d9dac0,943e8050,FW,32-023,16,0,0,0,0,1,0,0,0,6,2,0,0,0,0.1,0.1,0.3,2,0,3,4,75.0,0,6,2,1,1
3,fc15fb84,94d9dac0,943e8050,LM,21-272,90,0,0,0,0,2,1,0,0,41,18,1,2,3,0.1,0.1,0.0,1,0,19,29,65.5,0,36,4,5,6
4,74e12f1e,94d9dac0,943e8050,CM,32-057,90,0,0,0,0,1,0,0,0,26,10,2,2,2,0.0,0.0,0.0,2,0,11,17,64.7,0,9,2,0,0
